SOETPUS,194913,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195013,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195113,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195213,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195313,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195413,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195513,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195613,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195713,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195813,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,195913,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196013,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196113,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196213,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196313,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196413,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196513,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196613,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196713,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196813,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,196913,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197013,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197113,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197213,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197301,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197302,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197303,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197304,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197305,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197306,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197307,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197308,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197309,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197310,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197311,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197312,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197313,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197401,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197402,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197403,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197404,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197405,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197406,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197407,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197408,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197409,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197410,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197411,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197412,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197413,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197501,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197502,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197503,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197504,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197505,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197506,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197507,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197508,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197509,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197510,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197511,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197512,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197513,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197601,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197602,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197603,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197604,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197605,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197606,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197607,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197608,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197609,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197610,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197611,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197612,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197613,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197701,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197702,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197703,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197704,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197705,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197706,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197707,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197708,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197709,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197710,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197711,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197712,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
SOETPUS,197713,Not Available,11,Electricity Net Generation From Solar, All Sectors,Million Kilowatthours
